,TransactionID,Machine,Day,Medication,Type,AmtRemaining
3252,UVXP0S7OJN4A,1,2020-06-17,Dexamethasone 1mg TAB,Withdrawal,12
3253,BF91V6G6XICF,1,2020-06-18,Dexamethasone 1mg TAB,Withdrawal,9
3254,TFNUFKE5YHD4,1,2020-06-19,Dexamethasone 1mg TAB,Withdrawal,8
3255,MFXMYUY1IHHE,1,2020-06-19,Dexamethasone 1mg TAB,Withdrawal,6
3256,RLML2IAKIYXM,1,2020-06-20,Dexamethasone 1mg TAB,Withdrawal,4
3257,E88ATXTT3XAQ,1,2020-06-21,Dexamethasone 1mg TAB,Withdrawal,1
3258,NTIGTQR6MQPA,1,2020-06-22,Dexamethasone 1mg TAB,Withdrawal,0
3259,F6WVWW2JDHBH,1,2020-06-22,Dexamethasone 1mg TAB,Refill,20
3260,JN4ON6F5ICF5,1,2020-06-23,Dexamethasone 1mg TAB,Withdrawal,17
3261,WEW4F1UUJSLG,1,2020-06-24,Dexamethasone 1mg TAB,Withdrawal,15
3262,WUSK1PH800B1,1,2020-06-25,Dexamethasone 1mg TAB,Withdrawal,13
3263,GRKK7TX20TT4,1,2020-06-25,Dexamethasone 1mg TAB,Withdrawal,12
3264,POF2K95RPUEU,1,2020-06-26,Dexamethasone 1mg TAB,Withdrawal,9
3265,H2DDS33FTYKU,1,2020-06-27,Dexamethasone 1mg TAB,Withdrawal,6
3266,CGJM2TTP6E8P,1,2020-06-28,Dexamethasone 1mg TAB,Withdrawal,5
3267,7O10H0JP0SUS,1,2020-06-28,Dexamethasone 1mg TAB,Withdrawal,2
3268,EWZ4SCDSY6SE,1,2020-06-29,Dexamethasone 1mg TAB,Withdrawal,0
3269,EXL07C2CAJN0,1,2020-06-30,Dexamethasone 1mg TAB,Refill,20
3270,NOO0Y30YJ391,1,2020-07-01,Dexamethasone 1mg TAB,Withdrawal,19
3271,22KBVECOVGCY,1,2020-07-01,Dexamethasone 1mg TAB,Withdrawal,16
3272,KVBGDII4VLEY,1,2020-07-02,Dexamethasone 1mg TAB,Withdrawal,15
3273,OKRPMN9RPNKF,1,2020-07-03,Dexamethasone 1mg TAB,Withdrawal,13
3274,SL924IFU02TP,1,2020-07-04,Dexamethasone 1mg TAB,Withdrawal,10
3275,MTHJTH5JDHSH,1,2020-07-05,Dexamethasone 1mg TAB,Withdrawal,8
3276,AU711WC91SPD,1,2020-07-05,Dexamethasone 1mg TAB,Withdrawal,5
3277,6PK8XWWRVLCV,1,2020-07-06,Dexamethasone 1mg TAB,Withdrawal,2
3278,6WUIRX4E3QY3,1,2020-07-07,Dexamethasone 1mg TAB,Withdrawal,0
3279,M3BB5D8VBX82,1,2020-07-08,Dexamethasone 1mg TAB,Refill,20
3280,G35ZTW1S543U,1,2020-07-08,Dexamethasone 1mg TAB,Withdrawal,18
3281,AOO2EEK02C4I,1,2020-07-09,Dexamethasone 1mg TAB,Withdrawal,17
3282,IECUPND5LR5O,1,2020-07-10,Dexamethasone 1mg TAB,Withdrawal,15
3283,24WEA0YFZN4I,1,2020-07-11,Dexamethasone 1mg TAB,Withdrawal,14
3284,ZKHVN8M2GAEZ,1,2020-07-11,Dexamethasone 1mg TAB,Withdrawal,11
3285,WS5N97HSJ9S8,1,2020-07-12,Dexamethasone 1mg TAB,Withdrawal,8
3286,TBDX77TREG3H,1,2020-07-13,Dexamethasone 1mg TAB,Withdrawal,6
3287,5ZAT7RRSRZ5E,1,2020-07-14,Dexamethasone 1mg TAB,Withdrawal,5
3288,JS0P7VCOHTLR,1,2020-07-14,Dexamethasone 1mg TAB,Withdrawal,2
3289,1FY1P3A3PTV5,1,2020-07-15,Dexamethasone 1mg TAB,Withdrawal,0
3290,PCZ21W1CFF5Y,1,2020-07-16,Dexamethasone 1mg TAB,Refill,20
3291,55TEM90MVLEP,1,2020-07-17,Dexamethasone 1mg TAB,Withdrawal,18
3292,8CJ6CC11BFDP,1,2020-07-17,Dexamethasone 1mg TAB,Withdrawal,16
3293,DCAVDXCZKMCF,1,2020-07-18,Dexamethasone 1mg TAB,Withdrawal,14
3294,IWS5QKB6055C,1,2020-07-19,Dexamethasone 1mg TAB,Withdrawal,12
3295,CP46ANAM4XEY,1,2020-07-20,Dexamethasone 1mg TAB,Withdrawal,11
3296,TL6AX19FP8E5,1,2020-07-20,Dexamethasone 1mg TAB,Withdrawal,10
3297,35USBYELVERM,1,2020-07-21,Dexamethasone 1mg TAB,Withdrawal,7
3298,SRPG5YOI89WM,1,2020-07-22,Dexamethasone 1mg TAB,Withdrawal,5
3299,BRAXN9SAMY48,1,2020-07-23,Dexamethasone 1mg TAB,Withdrawal,4
3300,E9UEP0J3FZG7,1,2020-07-23,Dexamethasone 1mg TAB,Withdrawal,1
3301,D7ALGIHQ6SLO,1,2020-07-24,Dexamethasone 1mg TAB,Withdrawal,0
3302,1D6JHZ8LFU7W,1,2020-07-25,Dexamethasone 1mg TAB,Refill,20
3303,G075MNLTHXJ4,1,2020-07-26,Dexamethasone 1mg TAB,Withdrawal,18
3304,7FMAKS035ZOV,1,2020-07-26,Dexamethasone 1mg TAB,Withdrawal,17
3305,GPA56XA2S126,1,2020-07-27,Dexamethasone 1mg TAB,Withdrawal,16
3306,DEC6HIIK7Q85,1,2020-07-28,Dexamethasone 1mg TAB,Withdrawal,13
3307,9EO9MGETNC80,1,2020-07-29,Dexamethasone 1mg TAB,Withdrawal,10
3308,N3V6857VNCUH,1,2020-07-30,Dexamethasone 1mg TAB,Withdrawal,7
3309,00V07DGE6ATO,1,2020-07-30,Dexamethasone 1mg TAB,Withdrawal,5
3310,EKI3RK81CK8R,1,2020-07-31,Dexamethasone 1mg TAB,Withdrawal,2
3311,YWHNQ1XK31SU,1,2020-08-01,Dexamethasone 1mg TAB,Withdrawal,1
3312,ZGNABBQPG5KP,1,2020-08-02,Dexamethasone 1mg TAB,Withdrawal,0
3313,08BW0A0XUBP3,1,2020-08-02,Dexamethasone 1mg TAB,Refill,20
3314,AI5B6Y3FSID4,1,2020-08-03,Dexamethasone 1mg TAB,Withdrawal,17
3315,XJ549J3IR4PW,1,2020-08-04,Dexamethasone 1mg TAB,Withdrawal,14
3316,KJ7GMFCPQWJ2,1,2020-08-05,Dexamethasone 1mg TAB,Withdrawal,11
3317,GSCUFP9ZXN5C,1,2020-08-05,Dexamethasone 1mg TAB,Withdrawal,10
3318,QMT1SQTCVCLA,1,2020-08-06,Dexamethasone 1mg TAB,Withdrawal,8
3319,EWAKV4HWF0D0,1,2020-08-07,Dexamethasone 1mg TAB,Withdrawal,6
3320,IKG275R0494L,1,2020-08-08,Dexamethasone 1mg TAB,Withdrawal,5
3321,DBBMWRJTJ0A5,1,2020-08-08,Dexamethasone 1mg TAB,Withdrawal,2
3322,0SN5B03XX6FJ,1,2020-08-09,Dexamethasone 1mg TAB,Withdrawal,0
3323,3854T807QM0A,1,2020-08-10,Dexamethasone 1mg TAB,Refill,20
3324,FCK88SY4OVUY,1,2020-08-11,Dexamethasone 1mg TAB,Withdrawal,18
3325,N64RJXC5OE9I,1,2020-08-11,Dexamethasone 1mg TAB,Withdrawal,15
3326,QSG7PX6LWFFA,1,2020-08-12,Dexamethasone 1mg TAB,Withdrawal,12
3327,D5RF8E7YHADK,1,2020-08-13,Dexamethasone 1mg TAB,Withdrawal,11
3328,HT1CF602BABV,1,2020-08-14,Dexamethasone 1mg TAB,Withdrawal,9
3329,QJU3X64XCU77,1,2020-08-14,Dexamethasone 1mg TAB,Withdrawal,6
3330,X30SPOIXVER0,1,2020-08-15,Dexamethasone 1mg TAB,Withdrawal,5
3331,L7RHGLTN5PKV,1,2020-08-16,Dexamethasone 1mg TAB,Withdrawal,3
3332,RVM187D6MUHO,1,2020-08-17,Dexamethasone 1mg TAB,Withdrawal,2
3333,TW5TXIHVZ8T6,1,2020-08-17,Dexamethasone 1mg TAB,Withdrawal,0
3334,V7Z8AJ8TSJQ5,1,2020-08-18,Dexamethasone 1mg TAB,Refill,20
3335,5E53NT877WDQ,1,2020-08-19,Dexamethasone 1mg TAB,Withdrawal,19
3336,2GW3CSC34C1M,1,2020-08-20,Dexamethasone 1mg TAB,Withdrawal,17
3337,ETKITAELXH92,1,2020-08-20,Dexamethasone 1mg TAB,Withdrawal,14
3338,G5H254LJFCHH,1,2020-08-21,Dexamethasone 1mg TAB,Withdrawal,12
3339,4D0C4333Z5JD,1,2020-08-22,Dexamethasone 1mg TAB,Withdrawal,10
3340,K3GUP02WWY0M,1,2020-08-23,Dexamethasone 1mg TAB,Withdrawal,7
3341,62AZG0NRFUMZ,1,2020-08-24,Dexamethasone 1mg TAB,Withdrawal,6
3342,2RUG7GZWRZ3U,1,2020-08-24,Dexamethasone 1mg TAB,Withdrawal,4
3343,3ZY6SQRF7NW7,1,2020-08-25,Dexamethasone 1mg TAB,Withdrawal,3
3344,F4PADJZ2L7C5,1,2020-08-26,Dexamethasone 1mg TAB,Withdrawal,2
3345,3O9TGEHOMKX7,1,2020-08-27,Dexamethasone 1mg TAB,Withdrawal,0
3346,WKIFQWU8TP1G,1,2020-08-27,Dexamethasone 1mg TAB,Refill,20
3347,L7E0JZFRM5WJ,1,2020-08-28,Dexamethasone 1mg TAB,Withdrawal,19
3348,J9HJ44YFXRC8,1,2020-08-29,Dexamethasone 1mg TAB,Withdrawal,17
3349,5GR7SGLB9MVA,1,2020-08-30,Dexamethasone 1mg TAB,Withdrawal,14
3350,XIDX5SVHS4BB,1,2020-08-30,Dexamethasone 1mg TAB,Withdrawal,13
3351,VV3ZMW6W2XAE,1,2020-08-31,Dexamethasone 1mg TAB,Withdrawal,10
3352,PHNYX2NF54E5,1,2020-09-01,Dexamethasone 1mg TAB,Withdrawal,9
3353,8GEWZUQQS0VK,1,2020-09-02,Dexamethasone 1mg TAB,Withdrawal,7
3354,DSI5AJR12UAT,1,2020-09-02,Dexamethasone 1mg TAB,Withdrawal,5
3355,5897OC9QDBP1,1,2020-09-03,Dexamethasone 1mg TAB,Withdrawal,4
3356,TJFZPKQN4HB0,1,2020-09-04,Dexamethasone 1mg TAB,Withdrawal,3
3357,TT7Z68N5B9WC,1,2020-09-05,Dexamethasone 1mg TAB,Withdrawal,0
3358,FI3GCX6NBVAA,1,2020-09-05,Dexamethasone 1mg TAB,Refill,20
3359,AMFDNF46FWNL,1,2020-09-06,Dexamethasone 1mg TAB,Withdrawal,18
3360,YA5JGRJ0L7W3,1,2020-09-07,Dexamethasone 1mg TAB,Withdrawal,15
3361,QP65WWFVA7HY,1,2020-09-08,Dexamethasone 1mg TAB,Withdrawal,14
3362,UG5O31OXQZSD,1,2020-09-08,Dexamethasone 1mg TAB,Withdrawal,11
3363,RN6LN3YXUMCI,1,2020-09-09,Dexamethasone 1mg TAB,Withdrawal,9
3364,LR5SWF4ZBUPR,1,2020-09-10,Dexamethasone 1mg TAB,Withdrawal,7
3365,XFQ6SWULLAVZ,1,2020-09-11,Dexamethasone 1mg TAB,Withdrawal,6
3366,WSUHTM9X28H7,1,2020-09-11,Dexamethasone 1mg TAB,Withdrawal,5
3367,CMJKBOOZ1EI6,1,2020-09-12,Dexamethasone 1mg TAB,Withdrawal,2
3368,IMR07CVFK52H,1,2020-09-13,Dexamethasone 1mg TAB,Withdrawal,1
3369,71PIWL4P7MCB,1,2020-09-14,Dexamethasone 1mg TAB,Withdrawal,0
3370,KJ8KP21BASUE,1,2020-09-14,Dexamethasone 1mg TAB,Refill,20
3371,2OZW3N5366EX,1,2020-09-15,Dexamethasone 1mg TAB,Withdrawal,17
3372,03I8PDL09SC5,1,2020-09-16,Dexamethasone 1mg TAB,Withdrawal,16
3373,WAX680KMJMS5,1,2020-09-17,Dexamethasone 1mg TAB,Withdrawal,14
3374,22DRI5ED0UXL,1,2020-09-17,Dexamethasone 1mg TAB,Withdrawal,13
3375,C0UBFB0HUUJK,1,2020-09-18,Dexamethasone 1mg TAB,Withdrawal,10
3376,R9QPLTPQEWRF,1,2020-09-19,Dexamethasone 1mg TAB,Withdrawal,7
3377,R9IN1BAJ1UC6,1,2020-09-20,Dexamethasone 1mg TAB,Withdrawal,4
3378,PJ1M5Z8J2X7B,1,2020-09-21,Dexamethasone 1mg TAB,Withdrawal,2
3379,QS9JXQ7UDQUY,1,2020-09-21,Dexamethasone 1mg TAB,Withdrawal,0
3380,DZ53D50EFQID,1,2020-09-22,Dexamethasone 1mg TAB,Refill,20
3381,CI81CMK9UM3V,1,2020-09-23,Dexamethasone 1mg TAB,Withdrawal,17
3382,MX2FLT3E2PHW,1,2020-09-24,Dexamethasone 1mg TAB,Withdrawal,14
3383,MBQG7ZMANGP4,1,2020-09-24,Dexamethasone 1mg TAB,Withdrawal,11
3384,5WC7TLOJERQ8,1,2020-09-25,Dexamethasone 1mg TAB,Withdrawal,10
3385,FDS3R9VZL5RJ,1,2020-09-26,Dexamethasone 1mg TAB,Withdrawal,7
3386,L70YR1C897W9,1,2020-09-27,Dexamethasone 1mg TAB,Withdrawal,4
3387,CFTZWU9NP6ZQ,1,2020-09-27,Dexamethasone 1mg TAB,Withdrawal,3
3388,7V9V9KTKCJDB,1,2020-09-28,Dexamethasone 1mg TAB,Withdrawal,1
3389,HWVM8YV45JOT,1,2020-09-29,Dexamethasone 1mg TAB,Withdrawal,0
3390,6PJ0LN6VADR7,1,2020-09-30,Dexamethasone 1mg TAB,Refill,20
3391,A2M27GROCKAB,1,2020-09-30,Dexamethasone 1mg TAB,Withdrawal,17
3392,GTODQ06IBTFW,1,2020-10-01,Dexamethasone 1mg TAB,Withdrawal,16
3393,H3ZU7FP9FSVM,1,2020-10-02,Dexamethasone 1mg TAB,Withdrawal,15
3394,UZ0I1MWNP1UQ,1,2020-10-03,Dexamethasone 1mg TAB,Withdrawal,12
3395,TU8XV2PWZ62T,1,2020-10-03,Dexamethasone 1mg TAB,Withdrawal,9
3396,FYCO4FBPNG5V,1,2020-10-04,Dexamethasone 1mg TAB,Withdrawal,7
3397,NSJKFF7N3AGI,1,2020-10-05,Dexamethasone 1mg TAB,Withdrawal,6
3398,6VUB44QKXOUB,1,2020-10-06,Dexamethasone 1mg TAB,Withdrawal,5
3399,0EOBW4PROM74,1,2020-10-06,Dexamethasone 1mg TAB,Withdrawal,4
3400,L959GUCQBRE7,1,2020-10-07,Dexamethasone 1mg TAB,Withdrawal,1
3401,Y13EBSB27RI6,1,2020-10-08,Dexamethasone 1mg TAB,Withdrawal,0
3402,GK1WTSGVGUYK,1,2020-10-09,Dexamethasone 1mg TAB,Refill,20
3403,6SM1BLOJOZ5L,1,2020-10-09,Dexamethasone 1mg TAB,Withdrawal,17
3404,QK4JNULOFI4M,1,2020-10-10,Dexamethasone 1mg TAB,Withdrawal,16
3405,YL1JZ3ZVUW3U,1,2020-10-11,Dexamethasone 1mg TAB,Withdrawal,13
3406,9EA0RLJP701I,1,2020-10-12,Dexamethasone 1mg TAB,Withdrawal,10
3407,7R2OON582WK1,1,2020-10-12,Dexamethasone 1mg TAB,Withdrawal,9
3408,FP2KRYDBJZN0,1,2020-10-13,Dexamethasone 1mg TAB,Withdrawal,7
3409,IEAAKW2D41EK,1,2020-10-14,Dexamethasone 1mg TAB,Withdrawal,5
3410,A4HXH5GAOF5F,1,2020-10-15,Dexamethasone 1mg TAB,Withdrawal,4
3411,74KWUTO2IO40,1,2020-10-16,Dexamethasone 1mg TAB,Withdrawal,3
3412,E9H7Q1XELW39,1,2020-10-16,Dexamethasone 1mg TAB,Withdrawal,0
3413,1RHC0P03UUJU,1,2020-10-17,Dexamethasone 1mg TAB,Refill,20
3414,JVIE4BI55XEX,1,2020-10-18,Dexamethasone 1mg TAB,Withdrawal,19
3415,9A1MDYIY4W6H,1,2020-10-19,Dexamethasone 1mg TAB,Withdrawal,16
3416,J7XW3RJ6OR12,1,2020-10-19,Dexamethasone 1mg TAB,Withdrawal,13
3417,4HBIAQLWBU2Z,1,2020-10-20,Dexamethasone 1mg TAB,Withdrawal,12
3418,151AJ23KY6V5,1,2020-10-21,Dexamethasone 1mg TAB,Withdrawal,9
3419,5BV6WX0KTD9O,1,2020-10-22,Dexamethasone 1mg TAB,Withdrawal,6
3420,T3MWRZVL9FT7,1,2020-10-22,Dexamethasone 1mg TAB,Withdrawal,3
3421,II7IAJYA2SWX,1,2020-10-23,Dexamethasone 1mg TAB,Withdrawal,2
3422,KEPY67B5K8FA,1,2020-10-24,Dexamethasone 1mg TAB,Withdrawal,0
3423,0H5IKR7E8IVQ,1,2020-10-25,Dexamethasone 1mg TAB,Refill,20
3424,PN5AECEKA0OH,1,2020-10-25,Dexamethasone 1mg TAB,Withdrawal,17
3425,KYI2PRJLOHWY,1,2020-10-26,Dexamethasone 1mg TAB,Withdrawal,15
3426,J60WA6LAQE2W,1,2020-10-27,Dexamethasone 1mg TAB,Withdrawal,14
3427,KCO9MFLEANGV,1,2020-10-28,Dexamethasone 1mg TAB,Withdrawal,12
3428,JJ4L4MQGLY47,1,2020-10-28,Dexamethasone 1mg TAB,Withdrawal,10
3429,1JOJ46CQCCZS,1,2020-10-29,Dexamethasone 1mg TAB,Withdrawal,8
3430,2KUPT4R7AHL0,1,2020-10-30,Dexamethasone 1mg TAB,Withdrawal,5
3431,HHWHXCA1CY7Y,1,2020-10-31,Dexamethasone 1mg TAB,Withdrawal,4
3432,ARW23OEATS2J,1,2020-10-31,Dexamethasone 1mg TAB,Withdrawal,2
3433,RDCEZLWTH32W,1,2020-11-01,Dexamethasone 1mg TAB,Withdrawal,0
3434,CANKOUZC7OQ3,1,2020-11-02,Dexamethasone 1mg TAB,Refill,20
3435,ISUJFOO8ELAW,1,2020-11-03,Dexamethasone 1mg TAB,Withdrawal,18
3436,2JEREB300U5X,1,2020-11-03,Dexamethasone 1mg TAB,Withdrawal,15
3437,2GSZ036XP28M,1,2020-11-04,Dexamethasone 1mg TAB,Withdrawal,13
3438,S0YWC8RJOINL,1,2020-11-05,Dexamethasone 1mg TAB,Withdrawal,12
3439,HVBD1D3T5MDC,1,2020-11-06,Dexamethasone 1mg TAB,Withdrawal,10
3440,L5VWTVJJPLMJ,1,2020-11-06,Dexamethasone 1mg TAB,Withdrawal,8
3441,NLI0NE31EUWM,1,2020-11-07,Dexamethasone 1mg TAB,Withdrawal,7
3442,GS1LE971V4OB,1,2020-11-08,Dexamethasone 1mg TAB,Withdrawal,5
3443,39HUUJT6PIPA,1,2020-11-09,Dexamethasone 1mg TAB,Withdrawal,3
3444,HQZPEXNNAB2S,1,2020-11-10,Dexamethasone 1mg TAB,Withdrawal,1
3445,NU7G0OKIDSAW,1,2020-11-10,Dexamethasone 1mg TAB,Withdrawal,0
3446,UHLGPJWSEVIF,1,2020-11-11,Dexamethasone 1mg TAB,Refill,20
3447,UMUGHYRICCJC,1,2020-11-12,Dexamethasone 1mg TAB,Withdrawal,18
3448,FHR0VJNILGLB,1,2020-11-13,Dexamethasone 1mg TAB,Withdrawal,15
3449,HWZBJ0DFIBSS,1,2020-11-13,Dexamethasone 1mg TAB,Withdrawal,14
3450,VFERQ7543QJ4,1,2020-11-14,Dexamethasone 1mg TAB,Withdrawal,12
3451,7KMO9I01B2P1,1,2020-11-15,Dexamethasone 1mg TAB,Withdrawal,10
3452,K1V5XS4YN0PY,1,2020-11-16,Dexamethasone 1mg TAB,Withdrawal,8
3453,SS1EMOEKFP9T,1,2020-11-16,Dexamethasone 1mg TAB,Withdrawal,6
3454,KT8BE46HW8RD,1,2020-11-17,Dexamethasone 1mg TAB,Withdrawal,5
3455,IFX0D1AFXNCL,1,2020-11-18,Dexamethasone 1mg TAB,Withdrawal,2
3456,PXY6IAJMNESO,1,2020-11-19,Dexamethasone 1mg TAB,Withdrawal,1
3457,YT2UT9MLGJ24,1,2020-11-19,Dexamethasone 1mg TAB,Withdrawal,0
3458,IS0QHC1T4QF2,1,2020-11-20,Dexamethasone 1mg TAB,Refill,20
3459,GS0JKLCZ87EZ,1,2020-11-21,Dexamethasone 1mg TAB,Withdrawal,18
3460,W081FEIZEXN4,1,2020-11-22,Dexamethasone 1mg TAB,Withdrawal,16
3461,ZRWGYH04YFMC,1,2020-11-22,Dexamethasone 1mg TAB,Withdrawal,14
3462,8WW2H6CVJO8P,1,2020-11-23,Dexamethasone 1mg TAB,Withdrawal,13
3463,T87RKU5EF9TZ,1,2020-11-24,Dexamethasone 1mg TAB,Withdrawal,11
3464,6B1GT9B8A0TY,1,2020-11-25,Dexamethasone 1mg TAB,Withdrawal,8
3465,HHXGSKE04LA8,1,2020-11-25,Dexamethasone 1mg TAB,Withdrawal,6
3466,2IF3B8PO5E68,1,2020-11-26,Dexamethasone 1mg TAB,Withdrawal,3
3467,7I21PA4YPOA5,1,2020-11-27,Dexamethasone 1mg TAB,Withdrawal,0
3468,G7VYPZ1J546A,1,2020-11-28,Dexamethasone 1mg TAB,Refill,20
3469,8JXWI7MZ8H4Q,1,2020-11-28,Dexamethasone 1mg TAB,Withdrawal,17
3470,4PB30KOA9MXP,1,2020-11-29,Dexamethasone 1mg TAB,Withdrawal,16
3471,6ST9TBSSJYRY,1,2020-11-30,Dexamethasone 1mg TAB,Withdrawal,13
3472,KCS0QR0X5N1D,1,2020-12-01,Dexamethasone 1mg TAB,Withdrawal,11
3473,FGN2KZO1701L,1,2020-12-01,Dexamethasone 1mg TAB,Withdrawal,8
3474,24CT2FND5WWJ,1,2020-12-02,Dexamethasone 1mg TAB,Withdrawal,7
3475,54HXO9MQC24L,1,2020-12-03,Dexamethasone 1mg TAB,Withdrawal,5
3476,5O3O66P47U1M,1,2020-12-04,Dexamethasone 1mg TAB,Withdrawal,4
3477,G2T9PWNXD56Z,1,2020-12-04,Dexamethasone 1mg TAB,Withdrawal,1
3478,CHHCPNFI888E,1,2020-12-05,Dexamethasone 1mg TAB,Withdrawal,0
3479,RIQM49E0HLAE,1,2020-12-06,Dexamethasone 1mg TAB,Refill,20
3480,6CD1LVJ91VQP,1,2020-12-07,Dexamethasone 1mg TAB,Withdrawal,17
3481,2VT8YMSQWLFS,1,2020-12-08,Dexamethasone 1mg TAB,Withdrawal,16
3482,Q3H43NTS4ATR,1,2020-12-08,Dexamethasone 1mg TAB,Withdrawal,13
3483,EH83UTLKL81U,1,2020-12-09,Dexamethasone 1mg TAB,Withdrawal,10
3484,TXN50TNIEFQO,1,2020-12-10,Dexamethasone 1mg TAB,Withdrawal,9
3485,3RIXB8DSTBDX,1,2020-12-11,Dexamethasone 1mg TAB,Withdrawal,6
3486,T6OD30P0JA8Y,1,2020-12-11,Dexamethasone 1mg TAB,Withdrawal,5
3487,8FV0EK696O9J,1,2020-12-12,Dexamethasone 1mg TAB,Withdrawal,2
3488,B5MET3L4Z7N7,1,2020-12-13,Dexamethasone 1mg TAB,Withdrawal,1
3489,GNVAE4AXLCUU,1,2020-12-14,Dexamethasone 1mg TAB,Withdrawal,0
3490,FO9GEHA64QBU,1,2020-12-14,Dexamethasone 1mg TAB,Refill,20
3491,7W8VA30W7ANG,1,2020-12-15,Dexamethasone 1mg TAB,Withdrawal,17
3492,6ETFSIRYN9RB,1,2020-12-16,Dexamethasone 1mg TAB,Withdrawal,16
3493,WOVLYKM91BT2,1,2020-12-17,Dexamethasone 1mg TAB,Withdrawal,15
3494,1BSBSVZRXAU6,1,2020-12-17,Dexamethasone 1mg TAB,Withdrawal,12
3495,XYG86GWMJIJE,1,2020-12-18,Dexamethasone 1mg TAB,Withdrawal,10
3496,X80CLFT4T2E8,1,2020-12-19,Dexamethasone 1mg TAB,Withdrawal,7
3497,WDE2ZLYX6QWR,1,2020-12-20,Dexamethasone 1mg TAB,Withdrawal,4
3498,VZRP183XNSVK,1,2020-12-20,Dexamethasone 1mg TAB,Withdrawal,1
3499,3O9HE9FAPT53,1,2020-12-21,Dexamethasone 1mg TAB,Withdrawal,0
3500,NQNG49SO6TFX,1,2020-12-22,Dexamethasone 1mg TAB,Refill,20
3501,R11QYCY2FFL3,1,2020-12-23,Dexamethasone 1mg TAB,Withdrawal,18
3502,6WGOAQ7UDYX2,1,2020-12-23,Dexamethasone 1mg TAB,Withdrawal,16
3503,YZVIEA68SNS7,1,2020-12-24,Dexamethasone 1mg TAB,Withdrawal,15
3504,HTSN1N4OOCB5,1,2020-12-25,Dexamethasone 1mg TAB,Withdrawal,12
3505,XVQ2H7JE0H0O,1,2020-12-26,Dexamethasone 1mg TAB,Withdrawal,11
3506,SNOTGL0LZTHX,1,2020-12-26,Dexamethasone 1mg TAB,Withdrawal,9
3507,JEIWZ0L70EO4,1,2020-12-27,Dexamethasone 1mg TAB,Withdrawal,8
3508,24GE4KJTGTW2,1,2020-12-28,Dexamethasone 1mg TAB,Withdrawal,6
3509,E4TI4PAPQ74S,1,2020-12-29,Dexamethasone 1mg TAB,Withdrawal,5
3510,E1Y5XFHA22NT,1,2020-12-29,Dexamethasone 1mg TAB,Withdrawal,2
3511,KTDBV3QNJXG4,1,2020-12-30,Dexamethasone 1mg TAB,Withdrawal,0
3512,605W26GL8G91,1,2020-12-31,Dexamethasone 1mg TAB,Refill,20
3513,IKEZZY3CAZZX,1,2020-01-01,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,29
3514,XDZ0BUWX7UL4,1,2020-01-01,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,27
3515,Q9H4Q5H0YL95,1,2020-01-02,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,24
3516,A7V13Z9G6MKD,1,2020-01-02,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,21
3517,AROO1WOWORRF,1,2020-01-02,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,18
3518,4N4JJAW2CZ9I,1,2020-01-02,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,16
3519,AX3Q6J87V6OY,1,2020-01-03,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,14
3520,WDX5MQ2YPSUN,1,2020-01-03,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,11
3521,5F3XOJ7OLL3X,1,2020-01-03,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,8
3522,TD3T5XVZRFUH,1,2020-01-03,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,6
3523,OFMVKWMD0T46,1,2020-01-04,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,3
3524,A5WIQOD4238X,1,2020-01-04,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,0
3525,4YN6RBB7GTWD,1,2020-01-04,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Refill,30
3526,ZL81IZQ1QK92,1,2020-01-04,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,28
3527,YZ52TD097R84,1,2020-01-05,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,27
3528,MU95GMKAJQUU,1,2020-01-05,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,26
3529,64IYJVTDUR59,1,2020-01-05,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,25
3530,BKDQLKL6WV19,1,2020-01-05,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,24
3531,NS6AM6QCSFDV,1,2020-01-06,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,22
3532,FBBPXR4FLP6A,1,2020-01-06,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,21
3533,NIYSDRSFZKEL,1,2020-01-06,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,19
3534,QKX275LKS4A0,1,2020-01-06,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,18
