TransactionID,Machine,Day,Medication,Type,AmtRemaining
6KI33RLRZYVL,1,2020-12-12,DOPamine in D5W 800mcg/1mL 250mL INJ,Withdrawal,6
50Q47EI70MVD,1,2020-12-14,DOPamine in D5W 800mcg/1mL 250mL INJ,Withdrawal,3
V46BMYYRGKA3,1,2020-12-16,DOPamine in D5W 800mcg/1mL 250mL INJ,Withdrawal,1
R15MUU2I7G79,1,2020-12-18,DOPamine in D5W 800mcg/1mL 250mL INJ,Withdrawal,0
6CKMFJNIEYNE,1,2020-12-20,DOPamine in D5W 800mcg/1mL 250mL INJ,Refill,10
SRIC8X1DWJ0Z,1,2020-12-22,DOPamine in D5W 800mcg/1mL 250mL INJ,Withdrawal,8
KRP6AI6RMDAF,1,2020-12-25,DOPamine in D5W 800mcg/1mL 250mL INJ,Withdrawal,6
YVX6F9HNO6KD,1,2020-12-27,DOPamine in D5W 800mcg/1mL 250mL INJ,Withdrawal,3
Q1SDREIDBMCF,1,2020-12-29,DOPamine in D5W 800mcg/1mL 250mL INJ,Withdrawal,0
FS8YJIB4R6C4,1,2020-12-31,DOPamine in D5W 800mcg/1mL 250mL INJ,Refill,10
69ZVSHY7VCYM,1,2020-01-03,Dexamethasone 1mg TAB,Withdrawal,9
E1AJZP6T1Q4A,1,2020-01-05,Dexamethasone 1mg TAB,Withdrawal,8
C7CU1EY80JJ2,1,2020-01-07,Dexamethasone 1mg TAB,Withdrawal,7
DXB03OES8MWR,1,2020-01-09,Dexamethasone 1mg TAB,Withdrawal,4
TCVZUJGQAEN1,1,2020-01-11,Dexamethasone 1mg TAB,Withdrawal,2
KG63BQTJ8V8G,1,2020-01-13,Dexamethasone 1mg TAB,Withdrawal,0
YDUGGJ4LMZ11,1,2020-01-15,Dexamethasone 1mg TAB,Refill,10
VC8KJQUSEJBZ,1,2020-01-17,Dexamethasone 1mg TAB,Withdrawal,9
LM8O98ZPPAOV,1,2020-01-19,Dexamethasone 1mg TAB,Withdrawal,7
EFAVPQ5D0YX3,1,2020-01-21,Dexamethasone 1mg TAB,Withdrawal,4
7LRJCUIA2QP9,1,2020-01-23,Dexamethasone 1mg TAB,Withdrawal,3
9R8VYJ7VO1N4,1,2020-01-25,Dexamethasone 1mg TAB,Withdrawal,2
CP38WOKHX3LL,1,2020-01-27,Dexamethasone 1mg TAB,Withdrawal,0
4DJSY0PBGXSI,1,2020-01-29,Dexamethasone 1mg TAB,Refill,10
FBWUTBYP1OZM,1,2020-01-31,Dexamethasone 1mg TAB,Withdrawal,7
RZXYXXQWILNZ,1,2020-02-02,Dexamethasone 1mg TAB,Withdrawal,6
5SO3FTF6XXQO,1,2020-02-04,Dexamethasone 1mg TAB,Withdrawal,5
4N6H615HQJEI,1,2020-02-06,Dexamethasone 1mg TAB,Withdrawal,3
HNYE5FTJVKLH,1,2020-02-08,Dexamethasone 1mg TAB,Withdrawal,2
S7KMRGA0QOJX,1,2020-02-10,Dexamethasone 1mg TAB,Withdrawal,1
MI0LLSQC7L0Y,1,2020-02-12,Dexamethasone 1mg TAB,Withdrawal,0
G2PTS2P04VUP,1,2020-02-14,Dexamethasone 1mg TAB,Refill,10
6FEVMAF8RYRP,1,2020-02-16,Dexamethasone 1mg TAB,Withdrawal,9
BMU76ZVV5UAJ,1,2020-02-18,Dexamethasone 1mg TAB,Withdrawal,8
DPCY2SZ71NVH,1,2020-02-20,Dexamethasone 1mg TAB,Withdrawal,7
ANACQP47E5SV,1,2020-02-22,Dexamethasone 1mg TAB,Withdrawal,6
JNBYCLUMSNCG,1,2020-02-24,Dexamethasone 1mg TAB,Withdrawal,4
XXAAHDKACZB2,1,2020-02-26,Dexamethasone 1mg TAB,Withdrawal,3
EUQZNSU7LY52,1,2020-02-28,Dexamethasone 1mg TAB,Withdrawal,2
XMHTSD8LEI2O,1,2020-03-01,Dexamethasone 1mg TAB,Withdrawal,1
EAFH1S3S422S,1,2020-03-04,Dexamethasone 1mg TAB,Withdrawal,0
STL3FAMZLU5V,1,2020-03-06,Dexamethasone 1mg TAB,Refill,10
PDE6ONASZ8C2,1,2020-03-08,Dexamethasone 1mg TAB,Withdrawal,8
5IPRHM9QEZSO,1,2020-03-10,Dexamethasone 1mg TAB,Withdrawal,6
AD9BDMP36JGL,1,2020-03-12,Dexamethasone 1mg TAB,Withdrawal,5
RRJELO5NHP8Q,1,2020-03-14,Dexamethasone 1mg TAB,Withdrawal,3
GU3XEBHHDH6T,1,2020-03-16,Dexamethasone 1mg TAB,Withdrawal,0
L8M1UMFTI5UW,1,2020-03-18,Dexamethasone 1mg TAB,Refill,10
YZ8P5GRU8NNJ,1,2020-03-20,Dexamethasone 1mg TAB,Withdrawal,9
ML7HOWGBX3AO,1,2020-03-22,Dexamethasone 1mg TAB,Withdrawal,6
3GHSRMFM68MW,1,2020-03-24,Dexamethasone 1mg TAB,Withdrawal,4
O9R3B7C9QJJ8,1,2020-03-26,Dexamethasone 1mg TAB,Withdrawal,2
HTX197EGZ8N0,1,2020-03-28,Dexamethasone 1mg TAB,Withdrawal,0
C6FBL87XCNOJ,1,2020-03-30,Dexamethasone 1mg TAB,Refill,10
YRKI4CACQAYQ,1,2020-04-01,Dexamethasone 1mg TAB,Withdrawal,8
1ERUKPCNJUHD,1,2020-04-03,Dexamethasone 1mg TAB,Withdrawal,6
6WOWD2X95KL2,1,2020-04-05,Dexamethasone 1mg TAB,Withdrawal,4
7T3DC1IPEMDC,1,2020-04-07,Dexamethasone 1mg TAB,Withdrawal,2
2L2LN6W5OQCU,1,2020-04-09,Dexamethasone 1mg TAB,Withdrawal,1
P1C6P694IIU5,1,2020-04-11,Dexamethasone 1mg TAB,Withdrawal,0
7F9RZM1X7QEZ,1,2020-04-13,Dexamethasone 1mg TAB,Refill,10
ASG9MF9MIPZJ,1,2020-04-15,Dexamethasone 1mg TAB,Withdrawal,7
EMHYCBLOR51X,1,2020-04-17,Dexamethasone 1mg TAB,Withdrawal,5
H1HVD17GUYDN,1,2020-04-19,Dexamethasone 1mg TAB,Withdrawal,3
QEHLRPYFDENX,1,2020-04-21,Dexamethasone 1mg TAB,Withdrawal,0
V5C8VHMENK3O,1,2020-04-23,Dexamethasone 1mg TAB,Refill,10
VNJ24NGQ3Z7V,1,2020-04-25,Dexamethasone 1mg TAB,Withdrawal,7
N9S0ZLCLVB8P,1,2020-04-27,Dexamethasone 1mg TAB,Withdrawal,4
DMP0T9D557H0,1,2020-04-29,Dexamethasone 1mg TAB,Withdrawal,2
NHXU5LNKJOZV,1,2020-05-01,Dexamethasone 1mg TAB,Withdrawal,0
5C5APXIIYJEJ,1,2020-05-03,Dexamethasone 1mg TAB,Refill,10
7OWVHNNJTH05,1,2020-05-05,Dexamethasone 1mg TAB,Withdrawal,8
JDS0WN5SAPGL,1,2020-05-07,Dexamethasone 1mg TAB,Withdrawal,7
Y0G3WYZDAPZL,1,2020-05-09,Dexamethasone 1mg TAB,Withdrawal,5
2XBVBD76Y8TC,1,2020-05-11,Dexamethasone 1mg TAB,Withdrawal,2
Y5MCKT0EVMH8,1,2020-05-13,Dexamethasone 1mg TAB,Withdrawal,1
3CLLSLIYGUXI,1,2020-05-15,Dexamethasone 1mg TAB,Withdrawal,0
77AFJ49JVCQ3,1,2020-05-17,Dexamethasone 1mg TAB,Refill,10
C8BMTGHAJDXX,1,2020-05-19,Dexamethasone 1mg TAB,Withdrawal,9
C7E1AWHAUI2Y,1,2020-05-21,Dexamethasone 1mg TAB,Withdrawal,8
RPRNM5AUK8K9,1,2020-05-23,Dexamethasone 1mg TAB,Withdrawal,5
P0AWYY6ZJOIE,1,2020-05-25,Dexamethasone 1mg TAB,Withdrawal,3
VEY2KTDBGM7J,1,2020-05-27,Dexamethasone 1mg TAB,Withdrawal,1
1Q0951JZYG93,1,2020-05-29,Dexamethasone 1mg TAB,Withdrawal,0
ZZ1GI1GU8UKO,1,2020-05-31,Dexamethasone 1mg TAB,Refill,10
19R5RCMY47YJ,1,2020-06-02,Dexamethasone 1mg TAB,Withdrawal,9
17GBJS272R5C,1,2020-06-04,Dexamethasone 1mg TAB,Withdrawal,7
SV9ZC78Z3W70,1,2020-06-06,Dexamethasone 1mg TAB,Withdrawal,4
JH8C7ZKL6WR8,1,2020-06-08,Dexamethasone 1mg TAB,Withdrawal,2
28AK641O393D,1,2020-06-10,Dexamethasone 1mg TAB,Withdrawal,0
CFZY7H7QCXM4,1,2020-06-12,Dexamethasone 1mg TAB,Refill,10
TGHHR3ML2629,1,2020-06-14,Dexamethasone 1mg TAB,Withdrawal,7
PLIRSUDCWX5I,1,2020-06-16,Dexamethasone 1mg TAB,Withdrawal,5
D17A9CNII2PA,1,2020-06-18,Dexamethasone 1mg TAB,Withdrawal,3
1D3RYS2U7R9F,1,2020-06-20,Dexamethasone 1mg TAB,Withdrawal,0
04WV5P4ZFRJE,1,2020-06-22,Dexamethasone 1mg TAB,Refill,10
TRDMGO8YDH1Y,1,2020-06-24,Dexamethasone 1mg TAB,Withdrawal,9
21A5FKGIWSYJ,1,2020-06-26,Dexamethasone 1mg TAB,Withdrawal,6
F3JR56HPSOY4,1,2020-06-28,Dexamethasone 1mg TAB,Withdrawal,5
VYL0WI090FAD,1,2020-06-30,Dexamethasone 1mg TAB,Withdrawal,2
8W62TCPT7RJC,1,2020-07-03,Dexamethasone 1mg TAB,Withdrawal,0
WNIYEY9O1ZAM,1,2020-07-05,Dexamethasone 1mg TAB,Refill,10
IQ6WRGFI9WV6,1,2020-07-07,Dexamethasone 1mg TAB,Withdrawal,7
XRA0SK4XIYU9,1,2020-07-09,Dexamethasone 1mg TAB,Withdrawal,6
W754G5ZX13HJ,1,2020-07-11,Dexamethasone 1mg TAB,Withdrawal,4
ZMSJSVB2LI8I,1,2020-07-13,Dexamethasone 1mg TAB,Withdrawal,1
9AQ3HC0INUQB,1,2020-07-15,Dexamethasone 1mg TAB,Withdrawal,0
HV94L1HY3Q62,1,2020-07-17,Dexamethasone 1mg TAB,Refill,10
VTKKAXIMG48Z,1,2020-07-19,Dexamethasone 1mg TAB,Withdrawal,7
LJHGQ292KXEW,1,2020-07-21,Dexamethasone 1mg TAB,Withdrawal,5
NYII3QR7P0OA,1,2020-07-23,Dexamethasone 1mg TAB,Withdrawal,3
RZ4VZ32N5ZQE,1,2020-07-25,Dexamethasone 1mg TAB,Withdrawal,0
2LMC2C3L6U3E,1,2020-07-27,Dexamethasone 1mg TAB,Refill,10
MD6GIT08X2S8,1,2020-07-29,Dexamethasone 1mg TAB,Withdrawal,9
8P3NEM7G5XE6,1,2020-07-31,Dexamethasone 1mg TAB,Withdrawal,6
RY1LOA4K0ODP,1,2020-08-02,Dexamethasone 1mg TAB,Withdrawal,3
MA6DDDZ9NEU2,1,2020-08-04,Dexamethasone 1mg TAB,Withdrawal,0
GCXKBIU9MN8I,1,2020-08-06,Dexamethasone 1mg TAB,Refill,10
VF2LIYRJ5EWW,1,2020-08-08,Dexamethasone 1mg TAB,Withdrawal,9
8AQ2QV8EJDT8,1,2020-08-10,Dexamethasone 1mg TAB,Withdrawal,6
3POZJ8R79SNW,1,2020-08-12,Dexamethasone 1mg TAB,Withdrawal,4
Y8X7TIUT391V,1,2020-08-14,Dexamethasone 1mg TAB,Withdrawal,1
OD1R4HHHE233,1,2020-08-16,Dexamethasone 1mg TAB,Withdrawal,0
9VYU7PSXYVQU,1,2020-08-18,Dexamethasone 1mg TAB,Refill,10
OJPTH66QSC9P,1,2020-08-20,Dexamethasone 1mg TAB,Withdrawal,9
WIW5O6YVUG4V,1,2020-08-22,Dexamethasone 1mg TAB,Withdrawal,6
DNJEPA353ADO,1,2020-08-24,Dexamethasone 1mg TAB,Withdrawal,4
YUOQK2E6LY3S,1,2020-08-26,Dexamethasone 1mg TAB,Withdrawal,1
9C0WJZ30K1CG,1,2020-08-28,Dexamethasone 1mg TAB,Withdrawal,0
2DMKPU69PKRG,1,2020-08-30,Dexamethasone 1mg TAB,Refill,10
EA9UMIY22M0K,1,2020-09-01,Dexamethasone 1mg TAB,Withdrawal,8
BLTKNHPA52UZ,1,2020-09-03,Dexamethasone 1mg TAB,Withdrawal,6
2Z52IY0GNM49,1,2020-09-05,Dexamethasone 1mg TAB,Withdrawal,5
1F0GENC3T1TC,1,2020-09-07,Dexamethasone 1mg TAB,Withdrawal,2
1M9Z4TQATFLW,1,2020-09-09,Dexamethasone 1mg TAB,Withdrawal,0
G4ICK9AGSFV5,1,2020-09-11,Dexamethasone 1mg TAB,Refill,10
KI1RZLBPR5XW,1,2020-09-13,Dexamethasone 1mg TAB,Withdrawal,9
TL58LRI81Z3Y,1,2020-09-15,Dexamethasone 1mg TAB,Withdrawal,8
53EHR9LOQ8JR,1,2020-09-17,Dexamethasone 1mg TAB,Withdrawal,5
OV9WIJ54M7XX,1,2020-09-19,Dexamethasone 1mg TAB,Withdrawal,3
W9DNQRDP5SBV,1,2020-09-21,Dexamethasone 1mg TAB,Withdrawal,2
KFW93L40VXBB,1,2020-09-23,Dexamethasone 1mg TAB,Withdrawal,1
DXN2BHQN4L37,1,2020-09-25,Dexamethasone 1mg TAB,Withdrawal,0
R6VFSO5TWFZT,1,2020-09-27,Dexamethasone 1mg TAB,Refill,10
UAGGOIE54R8F,1,2020-09-29,Dexamethasone 1mg TAB,Withdrawal,8
1LYQ7BGZ34X5,1,2020-10-01,Dexamethasone 1mg TAB,Withdrawal,5
5ON57GUMIT9J,1,2020-10-03,Dexamethasone 1mg TAB,Withdrawal,3
61D5EZMTEJ1N,1,2020-10-05,Dexamethasone 1mg TAB,Withdrawal,1
RND32IMUUU9A,1,2020-10-07,Dexamethasone 1mg TAB,Withdrawal,0
HQYT164FEGKK,1,2020-10-09,Dexamethasone 1mg TAB,Refill,10
UJ488YVD5Z72,1,2020-10-11,Dexamethasone 1mg TAB,Withdrawal,9
ZT42LPSEENW2,1,2020-10-13,Dexamethasone 1mg TAB,Withdrawal,6
7BPOEEDF3F7Z,1,2020-10-15,Dexamethasone 1mg TAB,Withdrawal,4
D6GOAVMQLTSO,1,2020-10-17,Dexamethasone 1mg TAB,Withdrawal,3
CD5NIHRY4L5E,1,2020-10-19,Dexamethasone 1mg TAB,Withdrawal,1
784UNNBEXG6F,1,2020-10-21,Dexamethasone 1mg TAB,Withdrawal,0
MCMWRA72VA6D,1,2020-10-23,Dexamethasone 1mg TAB,Refill,10
PH3ITGD10QBL,1,2020-10-25,Dexamethasone 1mg TAB,Withdrawal,7
OSPOWR2TO65K,1,2020-10-27,Dexamethasone 1mg TAB,Withdrawal,4
O9V1HZTY18GN,1,2020-10-29,Dexamethasone 1mg TAB,Withdrawal,2
JBGMLE9BHYCJ,1,2020-11-01,Dexamethasone 1mg TAB,Withdrawal,0
XV0O3908PCPM,1,2020-11-03,Dexamethasone 1mg TAB,Refill,10
LYO5XTZNE7RW,1,2020-11-05,Dexamethasone 1mg TAB,Withdrawal,7
DNJMHVYZ5FUO,1,2020-11-07,Dexamethasone 1mg TAB,Withdrawal,4
F7CDOO1JJ7R0,1,2020-11-09,Dexamethasone 1mg TAB,Withdrawal,1
SLQLDPCXLLPA,1,2020-11-11,Dexamethasone 1mg TAB,Withdrawal,0
ZO5WW067LK38,1,2020-11-13,Dexamethasone 1mg TAB,Refill,10
B4MVXAPPJPOG,1,2020-11-15,Dexamethasone 1mg TAB,Withdrawal,7
TYYHL3DN597J,1,2020-11-17,Dexamethasone 1mg TAB,Withdrawal,5
V9R9MA4AIS4E,1,2020-11-19,Dexamethasone 1mg TAB,Withdrawal,3
4NJ5XV59UX8V,1,2020-11-21,Dexamethasone 1mg TAB,Withdrawal,2
CB0QXRBG4F5H,1,2020-11-23,Dexamethasone 1mg TAB,Withdrawal,0
8UNJNGEI0JOO,1,2020-11-25,Dexamethasone 1mg TAB,Refill,10
T5QRS3N836T7,1,2020-11-27,Dexamethasone 1mg TAB,Withdrawal,7
IDBB126TUJRW,1,2020-11-29,Dexamethasone 1mg TAB,Withdrawal,4
78DECX9B39FL,1,2020-12-01,Dexamethasone 1mg TAB,Withdrawal,1
LRVJKNLZ3XRO,1,2020-12-03,Dexamethasone 1mg TAB,Withdrawal,0
GNRYNOYNPPKA,1,2020-12-05,Dexamethasone 1mg TAB,Refill,10
K4SKZRG13L86,1,2020-12-07,Dexamethasone 1mg TAB,Withdrawal,9
7ZQKBCCA6V5I,1,2020-12-09,Dexamethasone 1mg TAB,Withdrawal,8
ZC9RM7ZFHBFY,1,2020-12-11,Dexamethasone 1mg TAB,Withdrawal,5
VNK2C92ADHA0,1,2020-12-13,Dexamethasone 1mg TAB,Withdrawal,4
JREGPPWA53LC,1,2020-12-15,Dexamethasone 1mg TAB,Withdrawal,1
TWEWB7NPGJ4D,1,2020-12-17,Dexamethasone 1mg TAB,Withdrawal,0
UQZNF4H8MK2U,1,2020-12-19,Dexamethasone 1mg TAB,Refill,10
H4UZ2OSJZRI6,1,2020-12-21,Dexamethasone 1mg TAB,Withdrawal,9
2WLGQVLXNE74,1,2020-12-23,Dexamethasone 1mg TAB,Withdrawal,6
OPEHSCMV2MPB,1,2020-12-25,Dexamethasone 1mg TAB,Withdrawal,4
BAOXXY9VCR9M,1,2020-12-27,Dexamethasone 1mg TAB,Withdrawal,1
PJFCUDLAIPO1,1,2020-12-29,Dexamethasone 1mg TAB,Withdrawal,0
ORE00TNRGO9F,1,2020-12-31,Dexamethasone 1mg TAB,Refill,10
JSG0HRXB85D9,1,2020-01-01,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,29
2Q8VF39UH9FR,1,2020-01-01,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,27
W3NXZFY5SWWP,1,2020-01-02,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,25
7QX9D81LNMKE,1,2020-01-02,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,22
YKSAH25EBMDR,1,2020-01-02,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,21
5DE8BCZ3IFMW,1,2020-01-02,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,18
VPJ1LIR50B9C,1,2020-01-03,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,17
HGWJ7A81OF3S,1,2020-01-03,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,15
ANI2ZBI448MG,1,2020-01-03,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,14
WV9KSG6X76MZ,1,2020-01-03,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,12
0TV6FB3B170P,1,2020-01-03,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,9
XXVLG21XTXWD,1,2020-01-04,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,7
70IICXSRMJWI,1,2020-01-04,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,5
7C9NJV6DG9U1,1,2020-01-04,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,4
ATSS0JTRTLZY,1,2020-01-04,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,2
RQBB85HIWDYB,1,2020-01-05,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,1
NBOG8W7AW3YZ,1,2020-01-05,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,0
JY02FGBW366X,1,2020-01-05,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Refill,30
LE0C6XQ71U6M,1,2020-01-05,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,28
KUIURHBKZDNO,1,2020-01-06,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,26
LO6XXPM8SW12,1,2020-01-06,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,24
SOHP5N8FN4NK,1,2020-01-06,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,21
A61RLUNV4D0O,1,2020-01-06,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,18
C27UIY5T17NE,1,2020-01-06,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,17
G1FI1YOKUR5X,1,2020-01-07,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,16
PRBX3PJQDTLP,1,2020-01-07,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,15
MC8OGDIHXIKA,1,2020-01-07,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,12
JKEDHABIJ049,1,2020-01-07,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,10
TBRYKW56E3IO,1,2020-01-08,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,9
YU03MHW0I697,1,2020-01-08,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,6
WJHDUDT8R4K1,1,2020-01-08,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,4
O83KOEBKW182,1,2020-01-08,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,2
7ZOS2AA9PFEU,1,2020-01-08,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,0
YVPZKBI56GLC,1,2020-01-09,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Refill,30
70GJDN0NQIC8,1,2020-01-09,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,28
V8XORBJ3RPJ4,1,2020-01-09,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,25
6FT2TFD7CZU4,1,2020-01-09,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,22
HOV5U9G07638,1,2020-01-10,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,19
8ZTAFV9XG7QU,1,2020-01-10,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,17
3AEMCK739GK5,1,2020-01-10,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,16
CX5RG33SZKEA,1,2020-01-10,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,13
MDU1A0DOP5S4,1,2020-01-10,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,11
HBM6T9XF4M5I,1,2020-01-11,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,8
UTEGO4B02YY2,1,2020-01-11,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,7
16Y6KIWSD857,1,2020-01-11,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,6
CHNK8UNIRNCM,1,2020-01-11,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,5
G7BPRQN1XPK8,1,2020-01-12,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,3
ZW0O43CC5KPA,1,2020-01-12,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,0
Q8M2HAESW738,1,2020-01-12,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Refill,30
5DA9YSK3LANW,1,2020-01-12,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,27
JWOZVZWZ481O,1,2020-01-13,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,26
CM48JB1AEIB4,1,2020-01-13,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,24
MGKUSIOE7NBB,1,2020-01-13,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,22
RA2T1VFRRAGQ,1,2020-01-13,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,20
XRZST67Z8VCK,1,2020-01-13,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,18
1N2COVEVGP36,1,2020-01-14,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,15
C49U49JHPZYD,1,2020-01-14,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,14
DYT39NEQFZJT,1,2020-01-14,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,13
L66HTOW4TGMB,1,2020-01-14,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,10
FQYARDIWY4EX,1,2020-01-15,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,7
CKCHMMHNYP9U,1,2020-01-15,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,5
P6346XVGF4F9,1,2020-01-15,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,3
ND0TRAYXV933,1,2020-01-15,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,1
450JEG8NV29R,1,2020-01-15,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,0
M3KPJHCUMCO5,1,2020-01-16,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Refill,30
UCVP1X9G03MG,1,2020-01-16,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,29
QS6S7VU335OQ,1,2020-01-16,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,27
BCQSPYEPHB3N,1,2020-01-16,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,25
FUGHS1HEBFUL,1,2020-01-17,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,22
UXYS3QWLM94J,1,2020-01-17,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,20
4ZVB9047DSI1,1,2020-01-17,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,18
182WQ3GD17LG,1,2020-01-17,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,15
IZY6FT5CX1XH,1,2020-01-17,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,14
XLBTEC6MLYG7,1,2020-01-18,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,12
FXX11S1P4JZG,1,2020-01-18,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,11
5953SQLHFHHB,1,2020-01-18,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,8
QPLOAM1I5H41,1,2020-01-18,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,7
R2ETQPPEHKMT,1,2020-01-19,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,6
W1EPVSC2WVNX,1,2020-01-19,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,4
76YBJKE60YQJ,1,2020-01-19,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,1
V1M86CAM587P,1,2020-01-19,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,0
077UIS5YUVF0,1,2020-01-19,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Refill,30
JVJRJ7FCPEP7,1,2020-01-20,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,27
TBJD2SKRNO40,1,2020-01-20,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,24
HGUJWOE4DVOU,1,2020-01-20,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,22
4N4BVGXMGUD0,1,2020-01-20,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,19
JX9Z2OV1DZ2V,1,2020-01-21,EPINEPHrine 0.3mg/0.3mL 0.3mL PEN,Withdrawal,16
