TransactionID,Machine,Day,Medication,Type,AmtRemaining
DU0ZNNSHFZE3,1,2020-08-06,acetaminophen 500mg TAB,Withdrawal,26
OI8U0DSLCX8B,1,2020-08-06,acetaminophen 500mg TAB,Withdrawal,24
WU33Z87JJ9JN,1,2020-08-07,acetaminophen 500mg TAB,Withdrawal,23
OC4EBSGUM21L,1,2020-08-07,acetaminophen 500mg TAB,Withdrawal,20
HXUZ9XZWSR9N,1,2020-08-07,acetaminophen 500mg TAB,Withdrawal,17
175OU5Z7N0XI,1,2020-08-08,acetaminophen 500mg TAB,Withdrawal,15
MGJIKPHVGEQ6,1,2020-08-08,acetaminophen 500mg TAB,Withdrawal,12
8E40UF3DUOGP,1,2020-08-08,acetaminophen 500mg TAB,Withdrawal,10
VFR6KBDZZWT1,1,2020-08-09,acetaminophen 500mg TAB,Withdrawal,8
3THMIJSKS8XA,1,2020-08-09,acetaminophen 500mg TAB,Withdrawal,7
Y19E28FA6EZR,1,2020-08-09,acetaminophen 500mg TAB,Withdrawal,6
P3IVRB5AT34I,1,2020-08-09,acetaminophen 500mg TAB,Withdrawal,5
Z4Y79U3137PE,1,2020-08-10,acetaminophen 500mg TAB,Withdrawal,3
H52ZLTL9JIDW,1,2020-08-10,acetaminophen 500mg TAB,Withdrawal,2
GOHEYJVILJCF,1,2020-08-10,acetaminophen 500mg TAB,Withdrawal,1
R02GJ4H5ROMF,1,2020-08-11,acetaminophen 500mg TAB,Withdrawal,0
EMLNYAKHUQPN,1,2020-08-11,acetaminophen 500mg TAB,Refill,30
2VL032EXPBW3,1,2020-08-11,acetaminophen 500mg TAB,Withdrawal,29
73MRRMVPPIMA,1,2020-08-12,acetaminophen 500mg TAB,Withdrawal,27
MMLRFRRLYT8Z,1,2020-08-12,acetaminophen 500mg TAB,Withdrawal,26
7XH7J1LGK0JS,1,2020-08-12,acetaminophen 500mg TAB,Withdrawal,23
E1UC8DS5S698,1,2020-08-12,acetaminophen 500mg TAB,Withdrawal,20
YVN87S89EI35,1,2020-08-13,acetaminophen 500mg TAB,Withdrawal,18
N7OWETMKQ134,1,2020-08-13,acetaminophen 500mg TAB,Withdrawal,15
OVO19UWRBR9L,1,2020-08-13,acetaminophen 500mg TAB,Withdrawal,13
BH177SPDTRCP,1,2020-08-14,acetaminophen 500mg TAB,Withdrawal,11
B2WELBN2WXXR,1,2020-08-14,acetaminophen 500mg TAB,Withdrawal,9
Y7XLMFTSOOTF,1,2020-08-14,acetaminophen 500mg TAB,Withdrawal,7
1W6TDY1L95LO,1,2020-08-15,acetaminophen 500mg TAB,Withdrawal,6
76ALFM9E1O4P,1,2020-08-15,acetaminophen 500mg TAB,Withdrawal,3
GREKI3KKUTG0,1,2020-08-15,acetaminophen 500mg TAB,Withdrawal,1
XF4XPT15BUP7,1,2020-08-15,acetaminophen 500mg TAB,Withdrawal,0
N3NQK42AEPA4,1,2020-08-16,acetaminophen 500mg TAB,Refill,30
Q2DI4R9D6MXE,1,2020-08-16,acetaminophen 500mg TAB,Withdrawal,29
PYPSYMIA15II,1,2020-08-16,acetaminophen 500mg TAB,Withdrawal,26
94RLKVVVH9LQ,1,2020-08-17,acetaminophen 500mg TAB,Withdrawal,23
8Q1HPQLJLEZH,1,2020-08-17,acetaminophen 500mg TAB,Withdrawal,20
7NFPG75WZBJF,1,2020-08-17,acetaminophen 500mg TAB,Withdrawal,19
0R4CLIEPSEPW,1,2020-08-18,acetaminophen 500mg TAB,Withdrawal,17
ZWHA1PFLIJB1,1,2020-08-18,acetaminophen 500mg TAB,Withdrawal,15
RZVG8TVN9DGB,1,2020-08-18,acetaminophen 500mg TAB,Withdrawal,14
V2A8CCCUGWP9,1,2020-08-18,acetaminophen 500mg TAB,Withdrawal,13
V7MQVJKMZNCO,1,2020-08-19,acetaminophen 500mg TAB,Withdrawal,12
6QIYOKLA1B5Y,1,2020-08-19,acetaminophen 500mg TAB,Withdrawal,9
YWYJDZYTX309,1,2020-08-19,acetaminophen 500mg TAB,Withdrawal,6
OB2QSCDO6E19,1,2020-08-20,acetaminophen 500mg TAB,Withdrawal,3
QH6RBIOOQ0VK,1,2020-08-20,acetaminophen 500mg TAB,Withdrawal,0
HQ8DLV5UMST1,1,2020-08-20,acetaminophen 500mg TAB,Refill,30
WXZFIG8QR724,1,2020-08-20,acetaminophen 500mg TAB,Withdrawal,29
FBTFNF4O3HYD,1,2020-08-21,acetaminophen 500mg TAB,Withdrawal,27
AFN39ENXUUZ3,1,2020-08-21,acetaminophen 500mg TAB,Withdrawal,24
J0W82KE879JN,1,2020-08-21,acetaminophen 500mg TAB,Withdrawal,21
Y1L5BY8AHRYE,1,2020-08-22,acetaminophen 500mg TAB,Withdrawal,18
7W7A481DU0WX,1,2020-08-22,acetaminophen 500mg TAB,Withdrawal,15
9BTRUCUO4GH7,1,2020-08-22,acetaminophen 500mg TAB,Withdrawal,13
99P2RJTWANE3,1,2020-08-23,acetaminophen 500mg TAB,Withdrawal,12
WELMBPRMEFLB,1,2020-08-23,acetaminophen 500mg TAB,Withdrawal,10
HPS0MS2EL2FW,1,2020-08-23,acetaminophen 500mg TAB,Withdrawal,9
L2OEBCAYR2OO,1,2020-08-23,acetaminophen 500mg TAB,Withdrawal,6
65H5PH8596UI,1,2020-08-24,acetaminophen 500mg TAB,Withdrawal,3
OJ8OU16T2K9G,1,2020-08-24,acetaminophen 500mg TAB,Withdrawal,2
LKXZUKS65Y4P,1,2020-08-24,acetaminophen 500mg TAB,Withdrawal,0
76EI75B2JFO9,1,2020-08-25,acetaminophen 500mg TAB,Refill,30
74A6WMCK1XEH,1,2020-08-25,acetaminophen 500mg TAB,Withdrawal,28
RZW6DMJ2BJVM,1,2020-08-25,acetaminophen 500mg TAB,Withdrawal,25
35EGKJXMWDLX,1,2020-08-26,acetaminophen 500mg TAB,Withdrawal,22
V9JZJTKRRUY2,1,2020-08-26,acetaminophen 500mg TAB,Withdrawal,21
3HJOVBAQM6B5,1,2020-08-26,acetaminophen 500mg TAB,Withdrawal,18
UUGMZJSKA2G2,1,2020-08-26,acetaminophen 500mg TAB,Withdrawal,16
HTJ9LXTMZ5HQ,1,2020-08-27,acetaminophen 500mg TAB,Withdrawal,15
2D3ME9HRDZM1,1,2020-08-27,acetaminophen 500mg TAB,Withdrawal,13
TFS0738LY751,1,2020-08-27,acetaminophen 500mg TAB,Withdrawal,12
GW2UI8BXZYB3,1,2020-08-28,acetaminophen 500mg TAB,Withdrawal,9
5ZB4O2TA0C44,1,2020-08-28,acetaminophen 500mg TAB,Withdrawal,7
N3V030UKTSV1,1,2020-08-28,acetaminophen 500mg TAB,Withdrawal,4
0X4YWYQVZ4FT,1,2020-08-29,acetaminophen 500mg TAB,Withdrawal,2
2Z2G56VPFZPR,1,2020-08-29,acetaminophen 500mg TAB,Withdrawal,0
9HKQDJRCIZ64,1,2020-08-29,acetaminophen 500mg TAB,Refill,30
R7EQL6CZWT7Z,1,2020-08-29,acetaminophen 500mg TAB,Withdrawal,28
8VBPGO2HJSEM,1,2020-08-30,acetaminophen 500mg TAB,Withdrawal,26
U0W021V15H0L,1,2020-08-30,acetaminophen 500mg TAB,Withdrawal,23
3NGY3W2UES34,1,2020-08-30,acetaminophen 500mg TAB,Withdrawal,21
N6C2PF5V12KE,1,2020-08-31,acetaminophen 500mg TAB,Withdrawal,20
YSLZGG21TL4I,1,2020-08-31,acetaminophen 500mg TAB,Withdrawal,18
XIWFU17IBRAI,1,2020-08-31,acetaminophen 500mg TAB,Withdrawal,15
41G02SVC1V8B,1,2020-09-01,acetaminophen 500mg TAB,Withdrawal,12
8E4LF2CTF8HV,1,2020-09-01,acetaminophen 500mg TAB,Withdrawal,10
WHCHEKXWYXBO,1,2020-09-01,acetaminophen 500mg TAB,Withdrawal,9
6E4ARTUFL48I,1,2020-09-01,acetaminophen 500mg TAB,Withdrawal,7
CUW6VX9XMSKI,1,2020-09-02,acetaminophen 500mg TAB,Withdrawal,5
AT3EM4LYPKYX,1,2020-09-02,acetaminophen 500mg TAB,Withdrawal,3
9JERCVBQCNHN,1,2020-09-02,acetaminophen 500mg TAB,Withdrawal,0
PX8RSOH4E3HA,1,2020-09-03,acetaminophen 500mg TAB,Refill,30
IV3Q8EGJVJ8F,1,2020-09-03,acetaminophen 500mg TAB,Withdrawal,27
M7H0QL9VUZKY,1,2020-09-03,acetaminophen 500mg TAB,Withdrawal,24
I5FX2GMK430D,1,2020-09-04,acetaminophen 500mg TAB,Withdrawal,23
NX8KGFIU4C1H,1,2020-09-04,acetaminophen 500mg TAB,Withdrawal,20
ASWG3COEWML0,1,2020-09-04,acetaminophen 500mg TAB,Withdrawal,19
C2W92Z9OT9E4,1,2020-09-04,acetaminophen 500mg TAB,Withdrawal,17
MSO5AJB575OU,1,2020-09-05,acetaminophen 500mg TAB,Withdrawal,15
FH2U3B4KH20D,1,2020-09-05,acetaminophen 500mg TAB,Withdrawal,13
M4T2LE9B8I0X,1,2020-09-05,acetaminophen 500mg TAB,Withdrawal,10
CRSGETLZ4DBQ,1,2020-09-06,acetaminophen 500mg TAB,Withdrawal,7
UNBR6E88FRHM,1,2020-09-06,acetaminophen 500mg TAB,Withdrawal,5
2AMEHERF4DYB,1,2020-09-06,acetaminophen 500mg TAB,Withdrawal,3
O0F4QLZYKI3Q,1,2020-09-07,acetaminophen 500mg TAB,Withdrawal,2
NRR9UQYVE8FL,1,2020-09-07,acetaminophen 500mg TAB,Withdrawal,0
T9S3MUMEIVZ2,1,2020-09-07,acetaminophen 500mg TAB,Refill,30
2A1X6TS6271P,1,2020-09-07,acetaminophen 500mg TAB,Withdrawal,27
SY1D8X9DDOL9,1,2020-09-08,acetaminophen 500mg TAB,Withdrawal,26
46BKS9RNFZ8Y,1,2020-09-08,acetaminophen 500mg TAB,Withdrawal,23
N62QO0ZFIXPZ,1,2020-09-08,acetaminophen 500mg TAB,Withdrawal,20
0QGAF2U9DLHN,1,2020-09-09,acetaminophen 500mg TAB,Withdrawal,19
C8D8Y6EOCY1G,1,2020-09-09,acetaminophen 500mg TAB,Withdrawal,16
KUVB8MXPTCWI,1,2020-09-09,acetaminophen 500mg TAB,Withdrawal,14
YJ2USWKY9UA1,1,2020-09-09,acetaminophen 500mg TAB,Withdrawal,12
NG05S2L0XQYT,1,2020-09-10,acetaminophen 500mg TAB,Withdrawal,9
PWPJG293J1C1,1,2020-09-10,acetaminophen 500mg TAB,Withdrawal,7
H7KVRGI6FQSC,1,2020-09-10,acetaminophen 500mg TAB,Withdrawal,5
5GVUIM93XWU5,1,2020-09-11,acetaminophen 500mg TAB,Withdrawal,3
124ER5T5P2A4,1,2020-09-11,acetaminophen 500mg TAB,Withdrawal,0
PZ1SQ31GBSR7,1,2020-09-11,acetaminophen 500mg TAB,Refill,30
APV4N825HQ3O,1,2020-09-12,acetaminophen 500mg TAB,Withdrawal,28
D9BPMX2EGWRV,1,2020-09-12,acetaminophen 500mg TAB,Withdrawal,26
8PV6VICNY12V,1,2020-09-12,acetaminophen 500mg TAB,Withdrawal,24
9I6L1CYSB79Z,1,2020-09-12,acetaminophen 500mg TAB,Withdrawal,23
F51KQ2MB2Z1O,1,2020-09-13,acetaminophen 500mg TAB,Withdrawal,20
O9NK0SW4IZ64,1,2020-09-13,acetaminophen 500mg TAB,Withdrawal,19
0DQINQ5YLJZL,1,2020-09-13,acetaminophen 500mg TAB,Withdrawal,18
J9IV5LKPWWNY,1,2020-09-14,acetaminophen 500mg TAB,Withdrawal,15
J0YE4SOI6B7K,1,2020-09-14,acetaminophen 500mg TAB,Withdrawal,14
V2EO9LJSK6EL,1,2020-09-14,acetaminophen 500mg TAB,Withdrawal,13
JI2AOEEC6P4V,1,2020-09-15,acetaminophen 500mg TAB,Withdrawal,10
0BEGKLOYIDWN,1,2020-09-15,acetaminophen 500mg TAB,Withdrawal,9
2DYLS9RT9ZHW,1,2020-09-15,acetaminophen 500mg TAB,Withdrawal,8
01H5VKM99IJS,1,2020-09-15,acetaminophen 500mg TAB,Withdrawal,5
GM3N4O55AAH0,1,2020-09-16,acetaminophen 500mg TAB,Withdrawal,3
M77BGN7LYSN9,1,2020-09-16,acetaminophen 500mg TAB,Withdrawal,2
584AZIXV57XC,1,2020-09-16,acetaminophen 500mg TAB,Withdrawal,1
F6TZGLYD2IZW,1,2020-09-17,acetaminophen 500mg TAB,Withdrawal,0
EQT6OEHRZMX6,1,2020-09-17,acetaminophen 500mg TAB,Refill,30
A7QYGOZ6VUQ0,1,2020-09-17,acetaminophen 500mg TAB,Withdrawal,29
PBMJL0J66FC6,1,2020-09-18,acetaminophen 500mg TAB,Withdrawal,26
6PMYUC7CEFN5,1,2020-09-18,acetaminophen 500mg TAB,Withdrawal,25
7AY9ESIAP5OH,1,2020-09-18,acetaminophen 500mg TAB,Withdrawal,22
YJIVHWC0I7TX,1,2020-09-18,acetaminophen 500mg TAB,Withdrawal,19
MTHY2KXBOBIM,1,2020-09-19,acetaminophen 500mg TAB,Withdrawal,18
04OGCKP75REK,1,2020-09-19,acetaminophen 500mg TAB,Withdrawal,17
ILHS3BHOOY0Q,1,2020-09-19,acetaminophen 500mg TAB,Withdrawal,15
7NZDT6EOUVUD,1,2020-09-20,acetaminophen 500mg TAB,Withdrawal,13
25PIRYQMJVO6,1,2020-09-20,acetaminophen 500mg TAB,Withdrawal,10
0STNAG5EASSJ,1,2020-09-20,acetaminophen 500mg TAB,Withdrawal,7
ZN5XIA6SHHLG,1,2020-09-21,acetaminophen 500mg TAB,Withdrawal,6
OA5RJCVQFPFA,1,2020-09-21,acetaminophen 500mg TAB,Withdrawal,3
0C1PM3SE3213,1,2020-09-21,acetaminophen 500mg TAB,Withdrawal,1
WJLIQ8V9HO8H,1,2020-09-21,acetaminophen 500mg TAB,Withdrawal,0
OPW7BDZU29NJ,1,2020-09-22,acetaminophen 500mg TAB,Refill,30
MQWD1XHXR2LA,1,2020-09-22,acetaminophen 500mg TAB,Withdrawal,29
QCZGFTYA6L9J,1,2020-09-22,acetaminophen 500mg TAB,Withdrawal,27
RJ2AJQ8P6ZM2,1,2020-09-23,acetaminophen 500mg TAB,Withdrawal,24
IV3YK7B7WR0X,1,2020-09-23,acetaminophen 500mg TAB,Withdrawal,23
1G1KMKHD2MZ0,1,2020-09-23,acetaminophen 500mg TAB,Withdrawal,21
AHJI0M9Z8R39,1,2020-09-24,acetaminophen 500mg TAB,Withdrawal,18
C0M5HVQRJ5ZT,1,2020-09-24,acetaminophen 500mg TAB,Withdrawal,16
7XVB4ENWY9SM,1,2020-09-24,acetaminophen 500mg TAB,Withdrawal,13
9OZ6UGQCO4K3,1,2020-09-24,acetaminophen 500mg TAB,Withdrawal,11
UMK4VWUTMOVO,1,2020-09-25,acetaminophen 500mg TAB,Withdrawal,10
2A4ZWEK1QI42,1,2020-09-25,acetaminophen 500mg TAB,Withdrawal,7
FWJVSTIUFH8R,1,2020-09-25,acetaminophen 500mg TAB,Withdrawal,4
33DM6XGK2VV6,1,2020-09-26,acetaminophen 500mg TAB,Withdrawal,2
7B1VTF450KDK,1,2020-09-26,acetaminophen 500mg TAB,Withdrawal,0
M275R8PT1PMX,1,2020-09-26,acetaminophen 500mg TAB,Refill,30
IBWZI5RW5EUZ,1,2020-09-26,acetaminophen 500mg TAB,Withdrawal,29
N3MFBTAFO8JC,1,2020-09-27,acetaminophen 500mg TAB,Withdrawal,27
RRPSLEDKJQF9,1,2020-09-27,acetaminophen 500mg TAB,Withdrawal,24
11SPDO8592GF,1,2020-09-27,acetaminophen 500mg TAB,Withdrawal,23
D5AVFUZRYITA,1,2020-09-28,acetaminophen 500mg TAB,Withdrawal,20
AXQIIDOSVTIH,1,2020-09-28,acetaminophen 500mg TAB,Withdrawal,18
U5QX2NLDSJLE,1,2020-09-28,acetaminophen 500mg TAB,Withdrawal,17
94XZN2OY9JE6,1,2020-09-29,acetaminophen 500mg TAB,Withdrawal,16
ZXMP5EPZT57F,1,2020-09-29,acetaminophen 500mg TAB,Withdrawal,13
I1XEG4JA946K,1,2020-09-29,acetaminophen 500mg TAB,Withdrawal,10
KDJUI1A39Z3D,1,2020-09-29,acetaminophen 500mg TAB,Withdrawal,8
LVJ7MBGM8SL3,1,2020-09-30,acetaminophen 500mg TAB,Withdrawal,7
7X8EX0KWYZTP,1,2020-09-30,acetaminophen 500mg TAB,Withdrawal,4
109QNHV26GWG,1,2020-09-30,acetaminophen 500mg TAB,Withdrawal,3
D7EI0C38KUTD,1,2020-10-01,acetaminophen 500mg TAB,Withdrawal,2
DUHHJOSJE75I,1,2020-10-01,acetaminophen 500mg TAB,Withdrawal,0
LML5E27Y0L16,1,2020-10-01,acetaminophen 500mg TAB,Refill,30
C9SJZ3VDUVAN,1,2020-10-02,acetaminophen 500mg TAB,Withdrawal,27
3UW9QAZV65U6,1,2020-10-02,acetaminophen 500mg TAB,Withdrawal,26
1I2STM2BQ9Q0,1,2020-10-02,acetaminophen 500mg TAB,Withdrawal,24
OCGENWPJ5EUY,1,2020-10-02,acetaminophen 500mg TAB,Withdrawal,23
XTNBNDULJQ3W,1,2020-10-03,acetaminophen 500mg TAB,Withdrawal,20
Z3RM8ZOP7HVU,1,2020-10-03,acetaminophen 500mg TAB,Withdrawal,19
63UGXJ9T8J4B,1,2020-10-03,acetaminophen 500mg TAB,Withdrawal,17
4IT1MC4OCAAR,1,2020-10-04,acetaminophen 500mg TAB,Withdrawal,16
EM64JVYZRY6U,1,2020-10-04,acetaminophen 500mg TAB,Withdrawal,13
KD1BT6O8RT4F,1,2020-10-04,acetaminophen 500mg TAB,Withdrawal,11
W6CWUD5Q9C2K,1,2020-10-05,acetaminophen 500mg TAB,Withdrawal,8
0UUO3T4UUMD5,1,2020-10-05,acetaminophen 500mg TAB,Withdrawal,5
JN14YGUTX453,1,2020-10-05,acetaminophen 500mg TAB,Withdrawal,3
ZDFS9OY8GPD0,1,2020-10-05,acetaminophen 500mg TAB,Withdrawal,1
4UVUODHDXE4U,1,2020-10-06,acetaminophen 500mg TAB,Withdrawal,0
8TS3S1EU1705,1,2020-10-06,acetaminophen 500mg TAB,Refill,30
TTDSW2MBPGDI,1,2020-10-06,acetaminophen 500mg TAB,Withdrawal,28
XLJJU9JV8X7A,1,2020-10-07,acetaminophen 500mg TAB,Withdrawal,26
78ZT88BM2IVP,1,2020-10-07,acetaminophen 500mg TAB,Withdrawal,25
UYXPFTTBTGRB,1,2020-10-07,acetaminophen 500mg TAB,Withdrawal,22
NX8VT64YOETL,1,2020-10-08,acetaminophen 500mg TAB,Withdrawal,21
10OHZ9YQDNX0,1,2020-10-08,acetaminophen 500mg TAB,Withdrawal,18
1EUERWQGRGCN,1,2020-10-08,acetaminophen 500mg TAB,Withdrawal,17
I2UNH53UMNN3,1,2020-10-08,acetaminophen 500mg TAB,Withdrawal,16
CHZNTMSKH3O9,1,2020-10-09,acetaminophen 500mg TAB,Withdrawal,15
FIBOXNUZ2WXV,1,2020-10-09,acetaminophen 500mg TAB,Withdrawal,13
4K3I06X9HCF2,1,2020-10-09,acetaminophen 500mg TAB,Withdrawal,12
FTO2B2FHY4N1,1,2020-10-10,acetaminophen 500mg TAB,Withdrawal,10
NTGZ3N0RM70T,1,2020-10-10,acetaminophen 500mg TAB,Withdrawal,9
S0V6ZT0MWYUL,1,2020-10-10,acetaminophen 500mg TAB,Withdrawal,6
ZS8IOL50BUEE,1,2020-10-11,acetaminophen 500mg TAB,Withdrawal,3
YHHOC5UVNFLM,1,2020-10-11,acetaminophen 500mg TAB,Withdrawal,2
62TTNBBFX0TD,1,2020-10-11,acetaminophen 500mg TAB,Withdrawal,0
CDKJ7O21LNHU,1,2020-10-11,acetaminophen 500mg TAB,Refill,30
0BCCHT1G0G8X,1,2020-10-12,acetaminophen 500mg TAB,Withdrawal,28
XC4KH9B8AI26,1,2020-10-12,acetaminophen 500mg TAB,Withdrawal,27
4GBLWGT7KM2F,1,2020-10-12,acetaminophen 500mg TAB,Withdrawal,24
QTK6XYD41Z8D,1,2020-10-13,acetaminophen 500mg TAB,Withdrawal,22
IUEKPEWNN0C4,1,2020-10-13,acetaminophen 500mg TAB,Withdrawal,20
SRG4POLBRRIQ,1,2020-10-13,acetaminophen 500mg TAB,Withdrawal,18
H7PPMT205Q2V,1,2020-10-14,acetaminophen 500mg TAB,Withdrawal,16
UE0FWP208EDY,1,2020-10-14,acetaminophen 500mg TAB,Withdrawal,15
S5NLZUF1U5WO,1,2020-10-14,acetaminophen 500mg TAB,Withdrawal,12
OGDMINM2173W,1,2020-10-14,acetaminophen 500mg TAB,Withdrawal,11
M20H9QLMNHV9,1,2020-10-15,acetaminophen 500mg TAB,Withdrawal,9
VHWCEORXZVBO,1,2020-10-15,acetaminophen 500mg TAB,Withdrawal,7
7LJ0NLD5QFRM,1,2020-10-15,acetaminophen 500mg TAB,Withdrawal,5
DJZIW66YYD1R,1,2020-10-16,acetaminophen 500mg TAB,Withdrawal,3
C4VIOVAJVW8Z,1,2020-10-16,acetaminophen 500mg TAB,Withdrawal,0
KQ3MDZF8SGN0,1,2020-10-16,acetaminophen 500mg TAB,Refill,30
265SK1U4NN1P,1,2020-10-16,acetaminophen 500mg TAB,Withdrawal,29
Y9G1WORUC6EI,1,2020-10-17,acetaminophen 500mg TAB,Withdrawal,27
024UX89YMVZ8,1,2020-10-17,acetaminophen 500mg TAB,Withdrawal,25
GXWD5A4MCTA0,1,2020-10-17,acetaminophen 500mg TAB,Withdrawal,23
UN5EKAL6E5TM,1,2020-10-18,acetaminophen 500mg TAB,Withdrawal,20
CP4Y6G5FH7HL,1,2020-10-18,acetaminophen 500mg TAB,Withdrawal,17
E95KL83VD07N,1,2020-10-18,acetaminophen 500mg TAB,Withdrawal,14
Y0GFJOK692VL,1,2020-10-19,acetaminophen 500mg TAB,Withdrawal,11
XMWOMDYAWYSE,1,2020-10-19,acetaminophen 500mg TAB,Withdrawal,10
G9ZI9A89Y4ML,1,2020-10-19,acetaminophen 500mg TAB,Withdrawal,7
MOIU7J3557AC,1,2020-10-19,acetaminophen 500mg TAB,Withdrawal,5
5SXDJSWQLIVE,1,2020-10-20,acetaminophen 500mg TAB,Withdrawal,3
B8JJVUG05MMG,1,2020-10-20,acetaminophen 500mg TAB,Withdrawal,2
W55PWZZEO7FL,1,2020-10-20,acetaminophen 500mg TAB,Withdrawal,1
O0LWC90OCMWR,1,2020-10-21,acetaminophen 500mg TAB,Withdrawal,0
HK9XQMHIOSGL,1,2020-10-21,acetaminophen 500mg TAB,Refill,30
UXUVWTKREPVM,1,2020-10-21,acetaminophen 500mg TAB,Withdrawal,29
YF17BMEEQ453,1,2020-10-22,acetaminophen 500mg TAB,Withdrawal,28
HTFMV285TETR,1,2020-10-22,acetaminophen 500mg TAB,Withdrawal,26
FO0ABNAA2WWN,1,2020-10-22,acetaminophen 500mg TAB,Withdrawal,24
4L8O7MDP33H4,1,2020-10-22,acetaminophen 500mg TAB,Withdrawal,23
59TCVVFSG1WD,1,2020-10-23,acetaminophen 500mg TAB,Withdrawal,20
8JIY2XCUZ7VY,1,2020-10-23,acetaminophen 500mg TAB,Withdrawal,19
8J0VUNF4U532,1,2020-10-23,acetaminophen 500mg TAB,Withdrawal,17
63ZQAU2QD77R,1,2020-10-24,acetaminophen 500mg TAB,Withdrawal,14
WPOIMQU2Z869,1,2020-10-24,acetaminophen 500mg TAB,Withdrawal,12
9NKLC0MSMCQ1,1,2020-10-24,acetaminophen 500mg TAB,Withdrawal,10
HNNRDEL1TQJK,1,2020-10-25,acetaminophen 500mg TAB,Withdrawal,9
QQTENU266L4C,1,2020-10-25,acetaminophen 500mg TAB,Withdrawal,7
OTPTREFAY0WW,1,2020-10-25,acetaminophen 500mg TAB,Withdrawal,6
4NMBASXG9TX7,1,2020-10-25,acetaminophen 500mg TAB,Withdrawal,5
Y69YGW30SBU4,1,2020-10-26,acetaminophen 500mg TAB,Withdrawal,2
IAXHC7LD8WXH,1,2020-10-26,acetaminophen 500mg TAB,Withdrawal,0
P56MQ4XOQVTG,1,2020-10-26,acetaminophen 500mg TAB,Refill,30
MTP33R3ZO1FK,1,2020-10-27,acetaminophen 500mg TAB,Withdrawal,27
VJ73FGQX05YN,1,2020-10-27,acetaminophen 500mg TAB,Withdrawal,24
ZJQVIGI8G2SG,1,2020-10-27,acetaminophen 500mg TAB,Withdrawal,21
YFCHYBKJW593,1,2020-10-28,acetaminophen 500mg TAB,Withdrawal,20
T7BJB3MGGHB4,1,2020-10-28,acetaminophen 500mg TAB,Withdrawal,17
ZEG11ALERBQ7,1,2020-10-28,acetaminophen 500mg TAB,Withdrawal,16
QOIF175VD5RT,1,2020-10-28,acetaminophen 500mg TAB,Withdrawal,14
R8QLMX24D20L,1,2020-10-29,acetaminophen 500mg TAB,Withdrawal,11
E5Z3APYJM1PH,1,2020-10-29,acetaminophen 500mg TAB,Withdrawal,10
0WEAA3KPECXZ,1,2020-10-29,acetaminophen 500mg TAB,Withdrawal,8
WWCDEPJ57S5G,1,2020-10-30,acetaminophen 500mg TAB,Withdrawal,5
QRVI9BJ0BHLX,1,2020-10-30,acetaminophen 500mg TAB,Withdrawal,3
FC96TS3AI3YU,1,2020-10-30,acetaminophen 500mg TAB,Withdrawal,1
XWGCBX8Z4KF0,1,2020-10-31,acetaminophen 500mg TAB,Withdrawal,0
DABV0I41LOR2,1,2020-10-31,acetaminophen 500mg TAB,Refill,30
F5OJGI5QOH5O,1,2020-10-31,acetaminophen 500mg TAB,Withdrawal,27
8PDHWI7HHQNG,1,2020-10-31,acetaminophen 500mg TAB,Withdrawal,24
L0X05VFENXY4,1,2020-11-01,acetaminophen 500mg TAB,Withdrawal,22
5PHD3R430BCJ,1,2020-11-01,acetaminophen 500mg TAB,Withdrawal,19
V3MQP4XPLFLK,1,2020-11-01,acetaminophen 500mg TAB,Withdrawal,16
9AH1FN9ASMBD,1,2020-11-02,acetaminophen 500mg TAB,Withdrawal,14
F3I9YQ6BGI39,1,2020-11-02,acetaminophen 500mg TAB,Withdrawal,11
6NUJLYT0Y8GL,1,2020-11-02,acetaminophen 500mg TAB,Withdrawal,10
JCUJPYRCR1SF,1,2020-11-03,acetaminophen 500mg TAB,Withdrawal,9
2A6WEC94SA52,1,2020-11-03,acetaminophen 500mg TAB,Withdrawal,7
3Z0KTDGJZ8V2,1,2020-11-03,acetaminophen 500mg TAB,Withdrawal,4
1YQGIQJVJ4JK,1,2020-11-03,acetaminophen 500mg TAB,Withdrawal,2
LQGFO7LWLQR6,1,2020-11-04,acetaminophen 500mg TAB,Withdrawal,1
968L59D2IUVG,1,2020-11-04,acetaminophen 500mg TAB,Withdrawal,0
9VJ1HTZE53SQ,1,2020-11-04,acetaminophen 500mg TAB,Refill,30
MDQO0QZFVJ7V,1,2020-11-05,acetaminophen 500mg TAB,Withdrawal,29
EP5O2YWWHVB4,1,2020-11-05,acetaminophen 500mg TAB,Withdrawal,27
31KDTWOP7TH2,1,2020-11-05,acetaminophen 500mg TAB,Withdrawal,24
Q8TGD4QBWPL1,1,2020-11-05,acetaminophen 500mg TAB,Withdrawal,23
U9KV7NMVIFVE,1,2020-11-06,acetaminophen 500mg TAB,Withdrawal,20
HXQ6CO9XUPQA,1,2020-11-06,acetaminophen 500mg TAB,Withdrawal,19
V9QJZG1QJJCW,1,2020-11-06,acetaminophen 500mg TAB,Withdrawal,17
Q7QCV8IPQPW8,1,2020-11-07,acetaminophen 500mg TAB,Withdrawal,16
PJVUP4WM04SQ,1,2020-11-07,acetaminophen 500mg TAB,Withdrawal,15
U7LQP39EZMF9,1,2020-11-07,acetaminophen 500mg TAB,Withdrawal,13
9EIQKVKSV8YV,1,2020-11-08,acetaminophen 500mg TAB,Withdrawal,11
